metric,method,band,window,n_subjects,mean,std,median,min,max,sem,ci95_lower,ci95_upper
characteristic_path_length,aec,beta1,T1,24,10.539177555293762,2.767911181431846,11.033751566913546,5.236199958349557,15.14317020382317,0.5649975039876812,9.370391168801879,11.707963941785644
characteristic_path_length,aec,beta1,T2,24,10.005791538089786,2.6127595151068865,10.680078146775239,5.233204528318399,14.25585275904673,0.533327302717789,8.902519954478368,11.109063121701205
characteristic_path_length,aec,beta2,Baseline,24,11.568881628548224,2.62897768164811,11.824735634165204,4.908393931253141,15.832774674432281,0.5366378221002455,10.458761713821849,12.6790015432746
characteristic_path_length,aec,beta2,T0,24,11.974994126055714,2.791538610092735,12.48789360529629,5.811857887290822,16.440016723406174,0.5698204326671137,10.796230751446615,13.153757500664813
characteristic_path_length,aec,beta2,T1,24,11.903258185199917,2.9025278719581196,12.11759862737864,5.907867298980744,16.842949845411546,0.5924760208753084,10.677628155625415,13.128888214774419
characteristic_path_length,aec,beta2,T2,24,11.336675314852002,3.062818749415969,11.336900641118916,4.589049334718828,17.17114599264732,0.6251952592248681,10.043360383858568,12.629990245845436
characteristic_path_length,aec,delta,Baseline,24,4.228877644717994,0.6569375758683489,4.089537178931561,2.870198885287595,5.335248671973064,0.13409682114486388,3.9514772351236696,4.506278054312319
characteristic_path_length,aec,delta,T0,24,4.293770695738211,0.5481141716088592,4.294430078112482,3.110377890580004,5.336410352751855,0.11188333676916662,4.062322379651597,4.525219011824825
characteristic_path_length,aec,delta,T1,24,4.252224872798545,0.6251959878071105,4.419641912716509,2.917473208894855,5.688354318786834,0.1276175966135595,3.9882277603405174,4.516221985256574
characteristic_path_length,aec,delta,T2,24,4.276960438358321,0.4882832108616344,4.394749256876683,2.5868984031972326,5.120977823900964,0.09967039304823411,4.070776521245634,4.483144355471008
characteristic_path_length,aec,theta,Baseline,24,6.258505457491444,1.248323614673873,6.338751327652848,3.946566423865727,8.575987599544378,0.25481299081813935,5.731384624801861,6.785626290181027
characteristic_path_length,aec,theta,T0,24,5.918040341535112,1.2541374822570779,6.147678597386561,3.1086802966273805,8.159477593600943,0.2559997415690527,5.388464527872981,6.447616155197243
characteristic_path_length,aec,theta,T1,24,6.24782408830443,1.067778621759786,6.227213720825553,4.528025907773586,8.925101994061407,0.21795939846364623,5.796940719910251,6.698707456698609
characteristic_path_length,aec,theta,T2,24,6.162377328729128,1.0134086998143486,5.948192491951017,4.217656070426354,8.624681356820183,0.20686118462020697,5.734452364864237,6.590302292594019
characteristic_path_length,coherence,alpha1,Baseline,24,4.9575201091167,0.5109419014453639,5.067299311769213,3.7283841518650833,6.013709129034915,0.1042955788957127,4.741768266101024,5.173271952132376
characteristic_path_length,coherence,alpha1,T0,24,4.964191544296281,0.5887157476893798,5.165655910927073,3.642833930101636,5.869408397052689,0.12017109878167213,4.715598686249156,5.212784402343407
characteristic_path_length,coherence,alpha1,T1,24,5.008425879524689,0.5007312798123075,5.110986993352768,3.842413853075489,5.820134729053564,0.10221134448257839,4.796985603889641,5.219866155159738
characteristic_path_length,coherence,alpha1,T2,24,5.093567723562411,0.4056476864185427,5.150329722526422,4.190914616744985,5.862217589879338,0.08280248725549563,4.922277728139703,5.264857718985119
characteristic_path_length,coherence,alpha2,Baseline,24,5.120481004348505,0.4677422051716386,5.184525912181341,3.7682651256959936,5.919942054189235,0.09547747781955947,4.922970793233458,5.317991215463553
characteristic_path_length,coherence,alpha2,T0,24,5.1300928999100375,0.6485307288786384,5.306189675725982,3.7374222523471774,6.358301987489403,0.1323807806889936,4.856242390464536,5.403943409355539
characteristic_path_length,coherence,alpha2,T1,24,5.164664286914067,0.479929805961252,5.22971199278115,4.079463921084756,5.87812342293652,0.09796526141316732,4.9620077033350265,5.367320870493107
characteristic_path_length,coherence,alpha2,T2,24,5.108361517602695,0.49724881535593257,5.19234566743024,3.974458189171038,5.989341272682913,0.10150048940212028,4.898391757739741,5.318331277465649
characteristic_path_length,coherence,beta1,Baseline,24,5.263451835071757,0.48295117676168536,5.383956909168509,4.107631570145393,5.999840279116934,0.0985819961452345,5.059519438495617,5.467384231647898
characteristic_path_length,coherence,beta1,T0,24,5.203045613246513,0.5372540243408275,5.224470960837322,3.968918839742452,5.981128616359705,0.10966651849098674,4.976183135161971,5.429908091331054
characteristic_path_length,coherence,beta1,T1,24,5.391513697537454,0.42314785226572665,5.43330979849347,4.502933083788752,6.170222095435548,0.0863746936504691,5.212834030169797,5.570193364905111
characteristic_path_length,coherence,beta1,T2,24,5.3021233871981295,0.4016609897541196,5.40013103707028,4.320061683430442,5.8684813585888795,0.08198870620657127,5.132516826135494,5.471729948260765
characteristic_path_length,coherence,beta2,Baseline,24,5.389463269916907,0.4275684899295789,5.481324275016039,3.9610439419143577,5.884901200281515,0.08727705253498302,5.208916930975471,5.570009608858342
characteristic_path_length,coherence,beta2,T0,24,5.490750858445558,0.3607809902331629,5.555909286194113,4.34273927160142,5.938758650158314,0.07364411124727421,5.3384064072513375,5.643095309639779
characteristic_path_length,coherence,beta2,T1,24,5.55306936923754,0.3434477603125939,5.593712187832644,4.847295885204844,6.040552415991563,0.07010598050562952,5.40804409912868,5.6980946393464
characteristic_path_length,coherence,beta2,T2,24,5.564960661855449,0.41243817529484617,5.539965097305105,4.178199105293319,6.473591684441356,0.08418858999307802,5.390803294455819,5.739118029255079
characteristic_path_length,coherence,delta,Baseline,24,4.318667735413835,0.632204387618713,4.240699069033257,2.8856227631892835,5.470855323936902,0.1290481802345465,4.051711235260911,4.585624235566759
characteristic_path_length,coherence,delta,T0,24,4.358403870810528,0.5486745344782581,4.3190374554090845,3.1655426249004712,5.300744579926558,0.11199772036090237,4.126718934236362,4.590088807384693
characteristic_path_length,coherence,delta,T1,24,4.585616266051216,0.5592275887150153,4.497144220789432,3.561758541727761,5.5509151700752755,0.11415185353656666,4.349475165489356,4.821757366613075
characteristic_path_length,coherence,delta,T2,24,4.46569412733445,0.5537558922213455,4.461407693543746,3.0886367068758083,5.383680931737211,0.11303494816682774,4.231863521565819,4.699524733103081
characteristic_path_length,coherence,theta,Baseline,24,4.773406638254475,0.5437690815961441,4.800234439026978,3.5506295141507564,5.669029872407511,0.11099639898436535,4.543793092766358,5.003020183742591
characteristic_path_length,coherence,theta,T0,24,4.633269563644309,0.7283287798393291,4.731947780764479,2.907442384971324,6.2618331703536025,0.1486694896325187,4.325723292478884,4.940815834809735
characteristic_path_length,coherence,theta,T1,24,4.7901601151192965,0.5082937354116509,4.809785550126354,3.8017033324253586,5.818606999908932,0.10375502426764881,4.575526494548812,5.004793735689781
characteristic_path_length,coherence,theta,T2,24,4.9522059939814635,0.5280860311730071,4.766292692352545,4.357609785997116,6.508449783536591,0.10779510972211323,4.729214819888858,5.175197168074069
characteristic_path_length,wpli,alpha1,Baseline,24,7.156596177410369,1.7695057156567522,7.231840573467956,2.6660873417225646,10.63436979310865,0.36119884169145183,6.409399444670802,7.903792910149935
characteristic_path_length,wpli,alpha1,T0,24,6.921196411255952,1.710456737197686,7.187290924980198,3.0390141825400376,9.39679780212053,0.3491455194366762,6.19893387532956,7.643458947182344
characteristic_path_length,wpli,alpha1,T1,24,6.968289313932831,1.6350088728521799,7.548481475096925,2.778225748518741,9.14637397237884,0.33374478861757506,6.277885617021388,7.658693010844274
characteristic_path_length,wpli,alpha1,T2,24,7.034028352992531,1.4423625764026822,7.317220826267231,2.9001832920366715,9.177465221561375,0.294421028022724,6.4249720527059235,7.643084653279139
characteristic_path_length,wpli,alpha2,Baseline,24,7.883170891882699,1.8927537876560419,8.145585534436336,3.2446186698141526,12.18938580599405,0.3863567490397904,7.0839310626447745,8.682410721120624
characteristic_path_length,wpli,alpha2,T0,24,7.911968724086807,2.5642669295211515,7.911820059067185,3.485568245592476,12.259815777366786,0.5234287951350146,6.829173763518286,8.994763684655329
characteristic_path_length,wpli,alpha2,T1,24,7.936950432798682,2.1796446197134602,8.425383549501406,3.0204251554741113,11.840748972330928,0.4449180949083885,7.016567229753299,8.857333635844064
characteristic_path_length,wpli,alpha2,T2,24,7.844651834334226,2.221940832241264,8.307562524111848,2.797284091854758,10.364839744974411,0.45355177313717454,6.906408507114956,8.782895161553496
characteristic_path_length,wpli,beta1,Baseline,24,9.766428099036812,2.9495647280715303,9.639507380865108,4.1349097771634025,16.90392686749667,0.6020773789238557,8.520936147064825,11.011920051008799
characteristic_path_length,wpli,beta1,T0,24,9.464159502411656,3.1114573801451395,9.358290035819543,4.495663972721595,16.100054955796235,0.6351235781477116,8.150306278919814,10.778012725903498
characteristic_path_length,wpli,beta1,T1,24,9.900452342196628,2.902369843441941,9.935375162057909,4.692446293526145,14.78294278633472,0.5924437634395211,8.67488904221216,11.126015642181097
characteristic_path_length,wpli,beta1,T2,24,9.483900574874871,2.52642608961771,10.263714657620337,4.729062173325633,14.21249943819837,0.5157045660348663,8.417084399618993,10.55071675013075
characteristic_path_length,wpli,beta2,Baseline,24,9.604751605228062,2.4460339193081633,9.836840826031015,5.331852695653183,14.697708732155814,0.4992945829870902,8.571882066290812,10.637621144165312
characteristic_path_length,wpli,beta2,T0,24,9.808324982140311,2.467444290935698,9.76605031498507,5.261614730894882,14.265477114016686,0.5036649567946587,8.76641463616566,10.850235328114962
characteristic_path_length,wpli,beta2,T1,24,9.986158337031577,2.267306259550862,9.310890185883167,5.748520350251981,14.645873713054884,0.4628119522098276,9.028758869899821,10.943557804163333
characteristic_path_length,wpli,beta2,T2,24,9.541428054424111,2.2911964968423693,9.70317578952438,5.2570938813997925,14.155715646414455,0.4676885264763445,8.57394062482315,10.508915484025072
characteristic_path_length,wpli,delta,Baseline,24,6.740122047665904,1.7246427428684246,6.638395720642691,2.792156954585315,10.103192893663486,0.352041225718471,6.011869286902138,7.468374808429669
characteristic_path_length,wpli,delta,T0,24,6.571767564592691,1.4500291271916739,6.670751810980818,2.4896903365115364,9.52283202248223,0.29598595614940415,5.959473963827067,7.184061165358315
characteristic_path_length,wpli,delta,T1,24,6.584079881989296,1.4356645639361547,6.671614414262602,2.6480200649743932,8.52876575006411,0.29305380195324127,5.977851904316487,7.190307859662105
characteristic_path_length,wpli,delta,T2,24,6.392068609921092,1.3934500395217322,6.612777280390999,2.879313691884689,8.705496213248642,0.2844367982407748,5.803666262557086,6.980470957285099
characteristic_path_length,wpli,theta,Baseline,24,8.087365194905212,2.6907133172204025,8.395485602839635,2.6635386986433303,13.564726819803463,0.5492395559417896,6.95117660756305,9.223553782247373
characteristic_path_length,wpli,theta,T0,24,7.460090710293236,2.4670351734435987,7.811713235591272,2.971563263937928,12.49410889864803,0.5035814460362845,6.418353119484447,8.501828301102025
characteristic_path_length,wpli,theta,T1,24,7.5501775676185305,2.4051829568102665,7.795132099483566,2.896488859811235,11.67720494105204,0.49095591518530535,6.5345578772902,8.565797257946862
characteristic_path_length,wpli,theta,T2,24,7.270041989915263,2.221680996291241,7.58431041001724,3.1412278144811774,10.743793383583906,0.45349873434597565,6.331908381795054,8.20817559803547
clustering_coefficient,aec,alpha1,Baseline,24,0.26245966947247507,0.045951496201975625,0.26039715807213015,0.16185543178616382,0.37454469657789957,0.009379809884356622,0.24305605437091693,0.2818632845740332
clustering_coefficient,aec,alpha1,T0,24,0.24923678288848883,0.039909042039652835,0.2583482929840069,0.17624168990920389,0.3143173804097373,0.008146399093369356,0.23238467240647948,0.2660888933704982
clustering_coefficient,aec,alpha1,T1,24,0.2521532231187838,0.037916138054309746,0.25494457377423446,0.17374908721495366,0.31345854411481616,0.007739599270831888,0.2361426421855837,0.2681638040519839
clustering_coefficient,aec,alpha1,T2,24,0.25580278236814835,0.035654417879089066,0.25794923446019935,0.18982688749512464,0.32866350217393125,0.007277927573311153,0.2407472421055396,0.2708583226307571
clustering_coefficient,aec,alpha2,Baseline,24,0.2026218110564166,0.03283777583461503,0.20147888535283973,0.1512905731548188,0.27383862599798425,0.00670298292355857,0.18875563441908824,0.21648798769374497
clustering_coefficient,aec,alpha2,T0,24,0.20643436831560671,0.0375526773262537,0.1994168409112994,0.14583954219291417,0.29023020209409334,0.0076654081603920714,0.1905772633876434,0.22229147324357004
clustering_coefficient,aec,alpha2,T1,24,0.20328712932600793,0.0362863320294717,0.1984530468937587,0.14146392701303545,0.2866695874110773,0.00740691650911797,0.18796475511968255,0.2186095035323333
clustering_coefficient,aec,alpha2,T2,24,0.20734677263997345,0.04044861702736923,0.19757270574074537,0.14689397742278518,0.30472025628625155,0.008256539376525495,0.19026681962299943,0.22442672565694746
clustering_coefficient,aec,beta1,Baseline,24,0.15435315018518056,0.04163484426843578,0.15217084754730936,0.1041700411478365,0.28389073787622093,0.008498676998159036,0.13677229733444557,0.17193400303591555
